,original_name,country_code,mapped_name,mapped_bvdId,mapping_score,company_name,BvD ID number ,Country ISO code,"NACE Rev. 2, core code (4 digits)","NAICS 2017, core code (4 digits)",Major sectors,Status,Date of incorporation,Operating revenue (Turnover) <th USD 2018>,Operating revenue (Turnover) <th USD 2017>,Operating revenue (Turnover) <th USD 2016>,Operating revenue (Turnover) <th USD 2015>,Operating revenue (Turnover) <th USD 2014>,Operating revenue (Turnover) <th USD 2013>,Operating revenue (Turnover) <th USD 2012>,Operating revenue (Turnover) <th USD 2011>,Operating revenue (Turnover) <th USD 2010>,Operating revenue (Turnover) <th USD 2009>,P/L for period [=Net income] <th USD 2018>,P/L for period [=Net income] <th USD 2017>,P/L for period [=Net income] <th USD 2016>,P/L for period [=Net income] <th USD 2015>,P/L for period [=Net income] <th USD 2014>,P/L for period [=Net income] <th USD 2013>,P/L for period [=Net income] <th USD 2012>,P/L for period [=Net income] <th USD 2011>,P/L for period [=Net income] <th USD 2010>,P/L for period [=Net income] <th USD 2009>,Total assets <th USD 2018>,Total assets <th USD 2017>,Total assets <th USD 2016>,Total assets <th USD 2015>,Total assets <th USD 2014>,Total assets <th USD 2013>,Total assets <th USD 2012>,Total assets <th USD 2011>,Total assets <th USD 2010>,Total assets <th USD 2009>,Shareholders funds <th USD 2018>,Shareholders funds <th USD 2017>,Shareholders funds <th USD 2016>,Shareholders funds <th USD 2015>,Shareholders funds <th USD 2014>,Shareholders funds <th USD 2013>,Shareholders funds <th USD 2012>,Shareholders funds <th USD 2011>,Shareholders funds <th USD 2010>,Shareholders funds <th USD 2009>,Number of employees <2018>,Number of employees <2017>,Number of employees <2016>,Number of employees <2015>,Number of employees <2014>,Number of employees <2013>,Number of employees <2012>,Number of employees <2011>,Number of employees <2010>,Number of employees <2009>,EBITDA <th USD 2018>,EBITDA <th USD 2017>,EBITDA <th USD 2016>,EBITDA <th USD 2015>,EBITDA <th USD 2014>,EBITDA <th USD 2013>,EBITDA <th USD 2012>,EBITDA <th USD 2011>,EBITDA <th USD 2010>,EBITDA <th USD 2009>
587,Beijing Fuyou Online Information Technology,CN,"BEIJING YA YU ONLINE INFORMATION TECHNOLOGY CO., LTD.",CN9384719447,scoreA,"BEIJING YA YU ONLINE INFORMATION TECHNOLOGY CO., LTD.",CN9384719447,CN,2059,3259,"Chemicals, rubber, plastics, non-metallic products",Active,07/06/2006,n.a.,n.a.,n.a.,"1,401",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-4,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,112,"2,071",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-3,"1,800",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
588,Souget.com,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,IKaiHuo,CN,IKAIHUO CORPORATION,CN*Z00243060,scoreA,IKAIHUO CORPORATION,CN*Z00243060,CN,8299,5191,Other services,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
590,Beijing Guanjiu Food Culture,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Beijing Yizhang Yunfeng Technology  (Easemob.com),CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Revolution Precrafted,PH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Unitech Machines,IN,UNITECH MACHINES LIMITED,IN0000226299,scoreA,UNITECH MACHINES LIMITED,IN0000226299,IN,2931,3363,"Machinery, equipment, furniture, recycling",Active,28/02/1986,n.a.,n.a.,n.a.,n.a.,n.a.,"106,627","132,308","158,776",n.a.,"130,675",n.a.,n.a.,n.a.,n.a.,n.a.,462,"2,159","2,352",n.a.,"6,148",n.a.,n.a.,n.a.,n.a.,n.a.,"140,450","146,296","145,794",n.a.,"104,504",n.a.,n.a.,n.a.,n.a.,n.a.,"32,089","31,362","30,123",n.a.,"27,823",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"15,062","18,213","6,169",n.a.,"11,264"
594,Proparents Solutions (Parentune.com),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,ULink BioEnergy (AgroStar),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PipeCandy,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Easynvest,BR,EASYNVEST - TITULO CORRETORA DE VALORES SA (Alias: EASYNVEST),BR62169875000179,scoreA,EASYNVEST - TITULO CORRETORA DE VALORES SA,BR62169875000179,BR,6612,5231,Other services,Active,07/08/1968,n.a.,"4,388","6,818","1,504",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,046","5,215","1,681",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"93,151","70,586","27,853",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"7,654","8,749","3,327",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,76,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-6,136","-4,363","-2,642",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
598,Zhuhai Micro Fountain Technology (Xin Xi Bao),CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Fincare Business Services,IN,FINCARE BUSINESS SERVICES LIMITED,IN0012382869,scoreA,FINCARE BUSINESS SERVICES LIMITED,IN0012382869,IN,8299,5614,Other services,Active,01/08/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
600,Blowhorn,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Avenue Supermarts,IN,AVENUE SUPERMARTS LIMITED,IN0000217717,scoreA,AVENUE SUPERMARTS LIMITED,IN0000217717,IN,4771,4481,Wholesale & retail trade,Active,12/05/2000,n.a.,n.a.,"1,837,501","1,296,934","1,031,163",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"73,845","48,332","33,939",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"898,001","467,369","376,345",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"592,538","229,229","191,724",0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"5,070",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"153,867","102,258","75,618",n.a.,n.a.,n.a.,n.a.,n.a.
602,Tylko,PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Amartha,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Viva Republica (Toss),KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Modanisa,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Caicloud,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Haituncun (Shenzhen) Info-Tech (Azoya),CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Thika Royal Palms,KE,THIKA ROYAL PALMS LIMITED,KECPR2014-165613,scoreA,THIKA ROYAL PALMS LIMITED,KECPR2014-165613,KE, , , ,Active,24/10/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
609,Yoco,ZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Sunpower,CN,SUN POWER LIMITED,HK0020856718,scoreA,SUN POWER LIMITED,HK0020856718,HK, , , ,Active,25/07/2006,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
611,One97 Communications (Paytm),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,CloudMind AI,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Up Pictures,CN,PICTURES UP LIMITED,HK0023704163,scoreA,PICTURES UP LIMITED,HK0023704163,HK, , , ,Active,14/02/2017,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
614,ktjr.com,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Dora’s Dream,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Klook Travel Technology,CN,KLOOK TRAVEL TECHNOLOGY LIMITED,HK0019781494,scoreA,KLOOK TRAVEL TECHNOLOGY LIMITED,HK0019781494,HK,7911,5615,Other services,Active,02/05/2014,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14,14,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
617,Shumei Technology,CN,SHUMEI TECHNOLOGY LIMITED,HK0023738496,scoreA,SHUMEI TECHNOLOGY LIMITED,HK0023738496,HK, , , ,Active,21/02/2017,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
618,Mint Stay Solutions,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,RedCarpet,IN,RED CARPET PRIVATE LIMITED,IN0006533553,scoreA,RED CARPET PRIVATE LIMITED,IN0006533553,IN,8299,5614,Other services,Dissolved,26/09/2008,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
620,Youon Bike,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Power Mech Projects,IN,POWER MECH PROJECTS LIMITED,IN39334FI,scoreA,POWER MECH PROJECTS LIMITED,IN39334FI,IN,8211,5611,Other services,Active,1999,n.a.,n.a.,"206,501","208,608","218,279",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"9,975","11,386","11,408",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"210,174","196,899","167,426",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"96,141","83,746","56,712",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"5,544",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"25,942","27,912","26,685",n.a.,n.a.,n.a.,n.a.,n.a.
622,Karomi Technology,IN,KAROMI TECHNOLOGY PRIVATE LIMITED,IN0004457181,scoreA,KAROMI TECHNOLOGY PRIVATE LIMITED,IN0004457181,IN,2751,3352,"Machinery, equipment, furniture, recycling",Active,12/12/1997,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
623,Updater Services (UDS),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PolicyPal,SG,POLICYPAL PTE. LTD.,SG201610784K,scoreA,POLICYPAL PTE. LTD.,SG201610784K,SG,6312,5191,Other services,Active,22/04/2016,n.a.,n.a.,0,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,507,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-34,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
625,Hunan Guitaitai Camelia Oil Technology,CN,"HUNAN GUITAITAI CAMELLIA OIL TECHNOLOGY CO., LTD.",CN44636PC,scoreA,HUNAN GUITAITAI CAMELLIA OIL TECHNOLOGY COMPANY LIMITED,CN44636PC,CN,1089,3119,"Food, beverages, tobacco",Active,2008,n.a.,n.a.,"95,548","58,303","50,371","35,830",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"11,075","12,291","6,134","5,142",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"100,552","69,484","49,222","28,702",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"85,427","61,115","38,192","19,994",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,189,177,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"11,467","7,200","6,475","6,279",n.a.,n.a.,n.a.,n.a.
626,Genesis Colors,IN,GENESIS COLORS LIMITED,IN0003116593,scoreA,GENESIS COLORS LIMITED,IN0003116593,IN,4641,4243,Wholesale & retail trade,Active,23/11/1998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"-13,648","-1,070",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"33,330","50,155",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"17,427","32,778",n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
627,Brinton Pharmaceuticals,IN,BRINTON PHARMACEUTICALS LIMITED,IN0013596059,scoreA,BRINTON PHARMACEUTICALS LIMITED,IN0013596059,IN,2120,3254,"Chemicals, rubber, plastics, non-metallic products",Active,27/09/2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
628,Crest Agro Products,NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Soocare,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Ofo,CN,OFO CO. LTD.,CN*110181560625,scoreA,OFO CO. LTD.,CN*110181560625,CN, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
631,Konverge Healthcare,IN,KONVERGE HEALTHCARE PRIVATE LIMITED,IN0013894023,scoreA,KONVERGE HEALTHCARE PRIVATE LIMITED,IN0013894023,IN,2120,3254,"Chemicals, rubber, plastics, non-metallic products",Active,05/12/2014,n.a.,n.a.,"1,533","1,087",256,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-953,-523,2,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"4,139",891,352,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,"2,816",-302,199,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,-644,-704,4,n.a.,n.a.,n.a.,n.a.,n.a.
632,AluNile,EG,NILE ALUMINIUM & METALS COMPANY SAE (Alias: ALU NILE),EG0000005113,scoreA,NILE ALUMINIUM & METALS COMPANY SAE,EG0000005113,EG, , , ,Active,1998,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
633,Grupo IGA,CO,GRUPO IGA S A S,CO9008419590,scoreA,GRUPO IGA S A S,CO9008419590,CO,5610,7223,Hotels & restaurants,Active,24/04/2015,n.a.,n.a.,3,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
634,Yunmanman,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Belong,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Gerant d'Eternel,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Atlas Renewable Energy,,ATLAS RENEWABLE ENERGY MEXICO S DE RL DE CV,MXLEI1136691,scoreA,ATLAS RENEWABLE ENERGY MEXICO S DE RL DE CV,MXLEI1136691,MX, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
638,Venteny,SG,VENTENY PTE. LTD.,SG201621450Z,scoreA,VENTENY PTE. LTD.,SG201621450Z,SG,8299,5614,Other services,Active,05/08/2016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
639,Delivereat,MY,DELIVEREAT SDN BHD,MY*Z00257783,scoreA,DELIVEREAT SDN BHD,MY*Z00257783,MY, , , ,Active, ,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
640,Synced,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Zinka Logistics (Blackbuck),IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Zongmu Technology,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Hero Telecomms,ZA,HERO TELECOMS (PTY) LTD,ZA201301437607,scoreA,HERO TELECOMS (PTY) LTD,ZA201301437607,ZA,6190,5173,Post & telecommunications,Active,31/01/2013,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
